source_file	pdf_page	module	module_code	standard_number	standard_name	expectation_type	grade_code	grade_span	item_number	code	expectation	hbo_codes
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	1	AOD1.2.1	Identify how household products are harmful if intentionally inhaled or absorbed.	HBO 1
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	2	AOD1.2.2	Differentiate between candy or other household substances (e.g., laundry pods) and other medications.	HBO 1
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	3	AOD1.2.3	Describe how to use medications correctly.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	4	AOD1.2.4	Describe the importance of adult supervision of medication use.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	5	AOD1.2.5	Explain the harmful effects of medications when used incorrectly.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	6	AOD1.2.6	Describe the potential risks associated with use of over-the-counter medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	7	AOD1.2.7	Differentiate between helpful medications (e.g., acetaminophen, antibiotics) and harmful drugs (e.g., alcohol, nicotine).	HBO 1|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	3	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	2	Pre-K-2	8	AOD1.2.8	Identify school rules about use of medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	2	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	1	AOD1.5.1	would represent Alcohol and Other Drugs, standard 1, grade span 3-5, knowledge expectation item 1. Directions for Standard 1 1. Review the knowledge expectations (pages AOD-3 through AOD-9). 2. Decide if any knowledge expectations need to be deleted or modified, or if any additional expectations should be added to meet the needs of the community or to conform to curriculum requirements of the state or school district. Review other standards before making changes to the knowledge expectations in Standard 1. Some knowledge expectations may be reflected in the skill expectations in Standards 2-8, and some might be found in other health topic modules. Look in other related topic modules for knowledge expectations that might be edited and added to the list of knowledge expectations for this topic. 3. Read the curriculum to become familiar with its content, the information provided for students, and the methods used to convey information and knowledge content. 4. Place a check in the box next to each knowledge expectation that is addressed by the curriculum and determine the Knowledge Expectations Coverage Score. Important-a knowledge expectation is “addressed” if there is sufficient information provided in the curriculum for students to be able to demonstrate understanding of this concept. Some knowledge expectations might require more evidence than others. 5. Transfer the Knowledge Expectations Coverage Score to the appropriate line on the Overall Summary Form (Chapter 3). 6. Record notes to justify scores and to inform group discussions and curriculum decisions. 7. Analyze Standard 1 for each curriculum being reviewed. If the curriculum addresses more than one grade span, complete a separate analysis of Standard 1 for each span. 8. Complete a separate Overall Summary Form for each curriculum and grade span. Instructions for Standards 2-8 are provided on page AOD-10. ﻿Knowledge Expectations Grades Pre-K-2 2021 HECAT: Module AOD AOD-3 Standard 1 Students will comprehend concepts related to health promotion and disease prevention. for establishing and maintaining an alcohol- and drug-free lifestyle. knowledge expectation addressed in the curriculum.	
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	1	AOD1.5.1	Explain why household products are harmful if intentionally inhaled or absorbed.	HBO 1
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	2	AOD1.5.2	Define over-the-counter medication (e.g., something you can buy off the store shelf) and prescription medication.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	3	AOD1.5.3	Explain the benefits of medications when used correctly.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	4	AOD1.5.4	Explain how to use medications correctly.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	5	AOD1.5.5	Describe potential risks associated with inappropriate use of over-the-counter medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	6	AOD1.5.6	Describe potentials risks associated with inappropriate use of prescription medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	7	AOD1.5.7	Describe the importance of not sharing medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	8	AOD1.5.8	Explain the difference between medications and illicit drugs.	HBO 2|HBO 4
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	9	AOD1.5.9	Identify the risks associated with alcohol and marijuana use.	HBO 3|HBO 4
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	10	AOD1.5.10	Identify short- and long-term effects of illicit drug use, misuse of prescription or over-the-counter medications, and inappropriate use of alcohol or marijuana.	HBO 1|HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	4	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	5	3-5	11	AOD1.5.11	Identify family and school rules about alcohol- and other drug-use.	HBO 3|HBO 4|HBO 8
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	1	AOD1.8.1	Define and differentiate between over-the-counter medications, prescription medications, and illicit drugs.	HBO 1|HBO 2|HBO 4
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	2	AOD1.8.2	Distinguish between proper use and abuse of over-the-counter medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	3	AOD1.8.3	Distinguish between proper use and abuse of prescription medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	4	AOD1.8.4	Describe how to read and interpret directions for over-the-counter and prescription medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	5	AOD1.8.5	Describe why it is important to use over-the-counter and prescription medications as directed.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	6	AOD1.8.6	Explain the dangers of sharing medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	7	AOD1.8.7	Describe how to safely store medications.	HBO 1
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	8	AOD1.8.8	Summarize the physical and mental effects of using alcohol, marijuana, and illicit drugs.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	9	AOD1.8.9	Determine the immediate and long-term impacts of alcohol- and other drug-use on the brain, including impacts on decision-making.	HBO 3|HBO 4|HBO 5|HBO 6
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	10	AOD1.8.10	Explain the potential effects of mixing any type of medication or drug with another (sometimes called poly-drug use).	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	11	AOD1.8.11	Determine reasons why people choose to abstain from or misuse alcohol, marijuana, prescription medications, and illicit drugs.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	12	AOD1.8.12	Explain why using alcohol and other drugs is an unhealthy way to manage stress.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	13	AOD1.8.13	Determine the benefits of being drug-free.	HBO 2|HBO 3|HBO 4|HBO 8
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	14	AOD1.8.14	Describe positive alternatives to using alcohol and other drugs.	HBO 2|HBO 3|HBO 4|HBO 8
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	15	AOD1.8.15	Describe the relationship between using alcohol and other drugs and other health risks, such as unintentional injuries, violence, suicide, sexual risk behaviors, and tobacco use.	HBO 2|HBO 3|HBO 4|HBO 5|HBO 6
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	16	AOD1.8.16	Explain the relationship between intravenous drug use and transmission of bloodborne diseases such as HIV and hepatitis.	HBO 4
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	17	AOD1.8.17	Explain the risks associated with using alcohol or other drugs and driving a motor vehicle.	HBO 5|HBO 6
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	18	AOD1.8.18	Explain school policies and community laws about alcohol, marijuana, prescription medications, and illicit drugs. (HBO 2, 3, 4 & 8) ﻿Knowledge Expectations Grades 6-8 2021 HECAT: Module AOD AOD-6 Standard 1 Students will comprehend concepts related to health promotion and disease prevention. for establishing and maintaining an alcohol- and drug-free lifestyle. related knowledge expectation addressed in the curriculum.	HBO 2|HBO 3|HBO 4|HBO 8
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	1	AOD1.12.1	Differentiate between over-the-counter medications, prescription medications, and illicit drugs.	HBO 1|HBO 2|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	2	AOD1.12.2	Differentiate between proper use and abuse of over-the-counter medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	3	AOD1.12.3	Differentiate between proper use and abuse of prescription medications.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	4	AOD1.12.4	Describe how to read and interpret prescription and over-the-counter medication labels.	HBO 1|HBO 2
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	5	AOD1.12.5	Describe how to store medications safely.	HBO 1
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	6	AOD1.12.6	Explain the potential consequences of mixing any type of drug with another medication or drug, or with alcohol (sometimes called poly-drug use).	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	7	AOD1.12.7	Describe the harmful effects of binge drinking.	HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	8	AOD1.12.8	Summarize the harmful short- and long-term physical, psychological, and social effects of using alcohol and illicit drugs, and misusing prescription medications.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	9	AOD1.12.9	Describe the effects of using alcohol and other drugs on school performance, absenteeism, job-related performance, and interpersonal relationships.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	10	AOD1.12.10	Explain the effects of alcohol- and other drug-use during pregnancy.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	11	AOD1.12.11	Evaluate situations that could lead to the use of alcohol and other drugs.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	12	AOD1.12.12	Summarize why alcohol- or other drug-use is an unhealthy way to manage weight or stress.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	13	AOD1.12.13	Analyze why individuals choose to use or not to use alcohol and other drugs.	HBO 2|HBO 3|HBO 4
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	14	AOD1.12.14	Analyze short- and long-term benefits of remaining alcohol- and drug-free.	HBO 2|HBO 3|HBO 4|HBO 8
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	15	AOD1.12.15	Determine socially appropriate ways to avoid or prevent use of alcohol and other drugs.	HBO 2|HBO 3|HBO 4|HBO 5|HBO 6|HBO 8
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	16	AOD1.12.16	Analyze the relationship between alcohol- and other drug-use and the major causes of death and disease in the United States.	HBO 2|HBO 3|HBO 4|HBO 5|HBO 6
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	17	AOD1.12.17	Analyze the relationship between using alcohol and other drugs and other health risks, such as unintentional injuries, violence, suicide, sexual risk behaviors, and tobacco use.	HBO 2|HBO 3|HBO 4|HBO 5|HBO 6
data/raw/hecat/AOD.pdf	7	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	18	AOD1.12.18	Summarize the relationship between intravenous drug use and transmission of bloodborne diseases such as HIV and hepatitis. (HBO 4) ﻿Knowledge Expectations Grades 9-12 2021 HECAT: Module AOD AOD-8 Standard 1 Students will comprehend concepts related to health promotion and disease prevention. for establishing and maintaining an alcohol- and drug-free lifestyle. related knowledge expectation addressed in the curriculum.	HBO 4
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	19	AOD1.12.19	Summarize long-term health benefits of abstaining from or discontinuing alcohol use.	HBO 3|HBO 7
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	20	AOD1.12.20	Analyze the dangers of driving while under the influence of alcohol or other drugs.	HBO 5|HBO 6
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	21	AOD1.12.21	Summarize the importance of not riding with a driver who has been using alcohol or other drugs.	HBO 5|HBO 6
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	22	AOD1.12.22	Analyze how addiction to alcohol and other drugs can be treated.	HBO 7|HBO 8
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	23	AOD1.12.23	Analyze how alcohol and drug cessation programs can be successful.	HBO 7|HBO 8
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	24	AOD1.12.24	Summarize family rules, school rules, and community laws about alcohol- and other drug-use.	HBO 2|HBO 3|HBO 4|HBO 5|HBO 6|HBO 8
data/raw/hecat/AOD.pdf	11	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	2	Pre-K-2	1	AOD2.2.1	Identify how family influences medication safety and adherence (i.e., taking medicine as prescribed by a healthcare provider).	
data/raw/hecat/AOD.pdf	11	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	2	Pre-K-2	2	AOD2.2.2	Identify how school personnel can influence medication safety and adherence.	
data/raw/hecat/AOD.pdf	11	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	2	Pre-K-2	3	AOD2.2.3	Identify how media and technology can influence medication safety and adherence.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	1	AOD2.5.1	Identify how culture influences practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	2	AOD2.5.2	Identify how peers influence practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	3	AOD2.5.3	Identify how community influences practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	4	AOD2.5.4	Describe how family and culture influence practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	5	AOD2.5.5	Describe how school and community settings influence practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	6	AOD2.5.6	Describe how media and technology influence practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	7	AOD2.5.7	Describe how peers influence practices and behaviors related to alcohol use.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	1	AOD2.8.1	Explain how school rules, community norms, and public health policies or laws (e.g., legal drinking age) influence alcohol- and other drug-related practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	2	AOD2.8.2	Explain how perceptions of norms influence healthy and unhealthy alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	3	AOD2.8.3	Explain how social expectations influence healthy and unhealthy alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	4	AOD2.8.4	Explain how personal values and beliefs influence alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	5	AOD2.8.5	Describe how alcohol- and other drug-use can influence the likelihood of engaging in other unhealthy behaviors (e.g., sexual risk behaviors).	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	6	AOD2.8.6	Analyze how family and culture influence alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	7	AOD2.8.7	Analyze how school and community settings influence alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	8	AOD2.8.8	Analyze how media and technology influence alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	15	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	8	6-8	9	AOD2.8.9	Analyze how peers influence alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	1	AOD2.12.1	Explain how public health policies influence alcohol- and other drug-use practices and behaviors.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	2	AOD2.12.2	Analyze how culture supports and challenges alcohol- and other drug-use beliefs, practices, and behaviors.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	3	AOD2.12.3	Analyze how peers and perceptions of norms influence healthy and unhealthy alcohol- and other drug-related behaviors.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	4	AOD2.12.4	Analyze how personal attitudes, values, and beliefs influence health and unhealthy alcohol- and other drug-use behaviors.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	5	AOD2.12.5	Analyze how alcohol- and other drug-use can influence the likelihood of engaging in other unhealthy behaviors (e.g., sexual risk behaviors).	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	6	AOD2.12.6	Analyze how laws, rules, and regulations influence behaviors related to alcohol- and other drug use.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	7	AOD2.12.7	Analyze how school and community settings influence practices and behaviors related to alcohol- and other drug-use.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	8	AOD2.12.8	Analyze how media and technology influence personal, family, and community behaviors related to alcohol- and other drug-use.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	9	AOD2.12.9	Differentiate relevant influences, including family, culture, peers, school, community, media, technology, and public health policies on practices and behaviors related to alcohol- and other drug-use.	
data/raw/hecat/AOD.pdf	17	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	12	9-12	10	AOD2.12.10	Analyze the factors that influence opportunities to obtain safe, accessible, equitable, and affordable products and services that support prevention or cessation of alcohol and other drugs for oneself and others.	
data/raw/hecat/AOD.pdf	19	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	2	Pre-K-2	1	AOD3.2.1	Identify trusted adults at home who can help with taking prescription and over-the-counter medications.	
data/raw/hecat/AOD.pdf	19	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	2	Pre-K-2	2	AOD3.2.2	Identify trusted adults and professionals in school (e.g., school nurse) who can help with taking prescription and over-the-counter medications.	
data/raw/hecat/AOD.pdf	19	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	2	Pre-K-2	3	AOD3.2.3	Explain how to locate school or community health helpers who can help with information about prescription and over-the-counter medications.	
data/raw/hecat/AOD.pdf	21	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	5	3-5	1	AOD3.5.1	Describe characteristics of valid information for over-the counter and prescription medications.	
data/raw/hecat/AOD.pdf	21	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	5	3-5	2	AOD3.5.2	Demonstrate how to locate sources of valid information for over-the-counter and prescription medications.	
data/raw/hecat/AOD.pdf	23	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	8	6-8	1	AOD3.8.1	Analyze the validity of information for over-the-counter and prescription medications (e.g., differentiate between scientifically or medically accurate content and advertising, including sponsored content).	
data/raw/hecat/AOD.pdf	23	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	8	6-8	2	AOD3.8.2	Analyze the validity of information for alcohol- and other drug-use prevention.	
data/raw/hecat/AOD.pdf	23	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	8	6-8	3	AOD3.8.3	Describe situations that call for professional alcohol- and other drug-use treatment services.	
data/raw/hecat/AOD.pdf	23	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	8	6-8	4	AOD3.8.4	Determine the availability of valid alcohol- and other drug-use cessation products.	
data/raw/hecat/AOD.pdf	23	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	8	6-8	5	AOD3.8.5	Access valid alcohol- and other drug-use prevention information from home, school, or community.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	1	AOD3.12.1	Evaluate the validity of information for over-the-counter and prescription medications (e.g., differentiate between scientifically or medically accurate content and advertising, including sponsored content).	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	2	AOD3.12.2	Evaluate the validity of information for alcohol- and other drug-use prevention.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	3	AOD3.12.3	Evaluate the validity of alcohol- and other drug-use prevention and cessation products.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	4	AOD3.12.4	Evaluate the validity of alcohol- and other drug-use treatment services.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	5	AOD3.12.5	Determine the accessibility of valid alcohol- and other drug-use prevention and cessation products.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	6	AOD3.12.6	Determine the accessibility of valid alcohol- and other drug-use treatment services.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	7	AOD3.12.7	Determine when professional alcohol- and other drug-use cessation services may be required.	
data/raw/hecat/AOD.pdf	25	Alcohol and Other Drug-Use Prevention	AOD	3	Accessing Information	skill	12	9-12	8	AOD3.12.8	Use resources that provide valid alcohol- and other drug-use prevention information.	
data/raw/hecat/AOD.pdf	27	Alcohol and Other Drug-Use Prevention	AOD	4	Interpersonal Communication	skill	2	Pre-K-2	1	AOD4.2.1	Demonstrate effective refusal skills, including firmly saying “no” and moving away, when offered medications or other drugs by someone other than a trusted adult.	
data/raw/hecat/AOD.pdf	27	Alcohol and Other Drug-Use Prevention	AOD	4	Interpersonal Communication	skill	2	Pre-K-2	2	AOD4.2.2	Demonstrate how to effectively tell a trusted adult when feeling threatened or harmed when offered medications other drugs by someone other than a trusted adult.	
data/raw/hecat/AOD.pdf	29	Alcohol and Other Drug-Use Prevention	AOD	4	Interpersonal Communication	skill	5	3-5	1	AOD4.5.1	Demonstrate effective verbal and nonverbal communication skills to avoid taking someone else’s prescription medication.	
data/raw/hecat/AOD.pdf	29	Alcohol and Other Drug-Use Prevention	AOD	4	Interpersonal Communication	skill	5	3-5	2	AOD4.5.2	Demonstrate effective verbal and nonverbal communication skills to avoid alcohol- and other drug-use.	
